CaseMasterID,CrimeNo,UnitID,DistrictID,CaseCategoryID,CrimeHeadID,CrimeSubHeadID,GravityOffenceID,CrimeRegisteredDate,CrimeRegisteredTime,OccurrenceFromDate,OccurrenceToDate,Latitude,Longitude,PlaceOfOffence,BriefFacts,IOEmployeeID,CaseStatus,Active
1209,100261002202400004,329,26,1,2,9,1,2024-11-20,01:58,2024-11-20,2024-11-20,13.328109,76.940379,"the housing board colony, Tumakuru","The complainant was travelling in his car near the temple street at Women, Tumakuru when a group of unknown persons blocked the road with a tempo, assaulted the occupants and robbed cash, ornaments and mobile phones worth Rs 305,500.",2028,Chargesheeted,Y
1210,100261002202400005,329,26,1,2,9,1,2024-03-18,02:03,2024-03-15,2024-03-18,13.328082,77.003516,"the main road junction, Tumakuru","The complainant was travelling in his car near Kote, Tumakuru when a group of unknown persons blocked the road with a tempo, assaulted the occupants and robbed cash, ornaments and mobile phones worth Rs 169,000.",2029,Chargesheeted,Y
1211,100151001202400001,180,15,1,1,1,1,2024-03-17,00:43,2024-03-17,2024-03-17,13.212623,75.792696,"the bus stand, Hassan","The deceased was found lying in a pool of blood near Bazaar, Hassan. Investigation reveals that the accused, over a dispute regarding flow of drain water, stabbed the deceased with a knife causing fatal injuries.",1084,Chargesheeted,Y
1212,100211007202500002,275,21,1,1,3,4,2025-02-12,21:25,2025-02-11,2025-02-12,12.653753,76.899328,"the housing board colony, Mandya","There was a quarrel between the complainant and the accused over supply of water to a field near the temple street at Shivaji Nagar, Mandya. The accused abused the complainant in filthy language, restrained him and assaulted him with a wooden club causing bleeding injury on the head.",1710,Chargesheeted,Y
1213,300151010202300001,191,15,3,5,14,3,2023-03-20,19:23,2023-03-20,2023-03-20,13.334794,76.099706,"the sugar factory road, Hassan","ಖಚಿತ ಮಾಹಿತಿಯ ಮೇರೆಗೆ the main road junction at Halli, Hassan ಬಳಿ ದಾಳಿ ನಡೆಸಲಾಯಿತು. ಆರೋಪಿಯು ಪರವಾನಗಿ ಇಲ್ಲದೆ 4 ಪೆಟ್ಟಿಗೆ ಮದ್ಯವನ್ನು ಸಾಗಿಸುತ್ತಿದ್ದು, ರೂ 313,500 ಮೌಲ್ಯದ ಮಾಲನ್ನು ವಶಪಡಿಸಿಕೊಳ್ಳಲಾಗಿದೆ.",1159,Chargesheeted,Y
1214,300151010202400003,191,15,3,5,14,3,2024-06-17,20:07,2024-06-17,2024-06-17,13.356609,76.201952,"the main road junction, Hassan","On credible information a raid was conducted near the housing board colony at Shivaji Nagar, Hassan at about 00.15 hours. The accused was found transporting 5 boxes of Indian made liquor without a valid permit in a Bajaj Pulsar motorcycle. Contraband valued at Rs 86,500 was seized.",1159,Closed NC,Y
1215,300151010202200001,191,15,3,5,14,3,2022-06-12,23:04,2022-06-11,2022-06-12,13.405747,76.201409,"the taluk office, Hassan","On credible information a raid was conducted near the housing board colony at Halli, Hassan at about 13.15 hours. The accused was found transporting 9 boxes of Indian made liquor without a valid permit in a Maruti Omni van. Contraband valued at Rs 107,500 was seized.",1159,Chargesheeted,Y
1216,100081007202400001,100,8,1,2,8,2,2024-04-30,10:47,2024-04-30,2024-04-30,13.599475,77.697965,"the college ground, Chikkaballapur","While the complainant was returning from the temple near the vegetable market at Camp, Chikkaballapur, the pillion rider of a motorcycle pulled the mangalsutra from her neck and escaped. The accused wore a full face helmet. Gold weighing 40 grams valued at Rs 331,500 was taken.",602,Chargesheeted,Y
1217,100131003202300001,160,13,1,2,8,2,2023-01-24,09:55,2023-01-23,2023-01-24,15.542393,74.866397,"the housing board colony, Dharwad","While the complainant was returning from the temple near Vinoba Nagar, Dharwad, the pillion rider of a motorcycle pulled the mangalsutra from her neck and escaped. The accused wore a full face helmet. Gold weighing 12 grams valued at Rs 448,000 was taken.",968,Chargesheeted,Y
1218,100131003202300002,160,13,1,2,8,2,2023-09-17,09:05,2023-09-16,2023-09-17,15.512121,74.77371,"the railway station, Dharwad","While the complainant was returning from the temple near Rural, Dharwad, the pillion rider of a motorcycle pulled the mangalsutra from her neck and escaped. The accused wore a full face helmet. Gold weighing 24 grams valued at Rs 277,500 was taken.",967,Chargesheeted,Y
1219,100131003202400002,160,13,1,2,8,2,2024-04-30,08:55,2024-04-29,2024-04-30,15.552654,74.78716,"the government hospital, Dharwad","Two unknown persons on a black motorcycle approached the complainant near the sugar factory road at Bazaar, Dharwad at 04.00 hours, snatched her gold chain and fled. The complainant sustained minor abrasion on the neck. Property value Rs 101,000.",970,Chargesheeted,Y
1220,100131003202500003,160,13,1,2,8,2,2025-09-15,06:08,2025-09-15,2025-09-15,15.571963,74.881609,"the vegetable market, Dharwad","The complainant was walking near the main road junction at Vidya Nagar, Dharwad at about 10.00 hours. Two persons who came on a motorcycle snatched the gold chain weighing 8 grams from her neck and sped away towards the highway. Value of property Rs 348,000.",968,Chargesheeted,Y
1221,100131003202500004,160,13,1,2,8,2,2025-09-15,10:11,2025-09-12,2025-09-15,15.45273,74.812034,"the petrol bunk, Dharwad","The complainant was walking near Women, Dharwad at about 06.30 hours. Two persons who came on a motorcycle snatched the gold chain weighing 40 grams from her neck and sped away towards the village outskirts. Value of property Rs 121,000.",968,Chargesheeted,Y
1222,100131003202500005,160,13,1,2,9,1,2025-05-11,02:15,2025-05-11,2025-05-11,15.458669,74.813275,"the main road junction, Dharwad","The complainant was travelling in his car near Women, Dharwad when a group of unknown persons blocked the road with a tempo, assaulted the occupants and robbed cash, ornaments and mobile phones worth Rs 429,000.",970,Chargesheeted,Y
1223,100131007202200001,165,13,1,2,6,2,2022-12-16,00:56,2022-12-15,2022-12-16,15.250701,74.700743,"the housing board colony, Dharwad","Unknown accused broke the shutter lock of the shop of the complainant situated at the vegetable market at Market, Dharwad during night hours and committed theft of cash from the counter and goods worth Rs 410,000.",995,Chargesheeted,Y
1224,100131007202200002,165,13,1,2,9,1,2022-01-02,03:32,2022-01-02,2022-01-02,15.23914,74.810096,"the government hospital, Dharwad","A gang of five to six persons armed with long weapons stopped the goods vehicle of the complainant on the highway near Bazaar, Dharwad at about 10.00 hours, threatened the driver and cleaner and took away cash and the consignment valued at Rs 333,500.",1004,Chargesheeted,Y
1225,100131007202100001,165,13,1,2,9,1,2021-12-26,22:38,2021-12-25,2021-12-26,15.222402,74.745858,"the housing board colony, Dharwad","A gang of five to six persons armed with long weapons stopped the goods vehicle of the complainant on the highway near the temple street at Basaveshwara Nagar, Dharwad at about 12.45 hours, threatened the driver and cleaner and took away cash and the consignment valued at Rs 109,500.",995,Chargesheeted,Y
1226,100131007202100002,165,13,1,2,9,1,2021-12-21,03:17,2021-12-21,2021-12-21,15.180436,74.707802,"the taluk office, Dharwad","The complainant was travelling in his car near the temple street at Women, Dharwad when a group of unknown persons blocked the road with a tempo, assaulted the occupants and robbed cash, ornaments and mobile phones worth Rs 345,000.",995,Closed NC,Y
1227,100131007202100003,165,13,1,2,9,1,2021-11-21,00:36,2021-11-21,2021-11-21,15.148786,74.718199,"the railway station, Dharwad","The complainant was travelling in his car near Ashok Nagar, Dharwad when a group of unknown persons blocked the road with a tempo, assaulted the occupants and robbed cash, ornaments and mobile phones worth Rs 108,000.",1003,Chargesheeted,Y
1228,100131007202200003,165,13,1,2,9,1,2022-01-09,01:15,2022-01-07,2022-01-09,15.12584,74.788473,"the sugar factory road, Dharwad","The complainant was travelling in his car near the main road junction at Halli, Dharwad when a group of unknown persons blocked the road with a tempo, assaulted the occupants and robbed cash, ornaments and mobile phones worth Rs 399,000.",997,Chargesheeted,Y
1229,100131007202200004,165,13,1,2,9,1,2022-03-23,00:17,2022-03-20,2022-03-23,15.225671,74.736363,"the railway station, Dharwad","The complainant was travelling in his car near the petrol bunk at Traffic, Dharwad when a group of unknown persons blocked the road with a tempo, assaulted the occupants and robbed cash, ornaments and mobile phones worth Rs 46,000.",995,Chargesheeted,Y
1230,100131007202200005,165,13,1,2,9,1,2022-06-13,22:10,2022-06-12,2022-06-13,15.183294,74.809704,"the APMC yard, Dharwad","A gang of five to six persons armed with long weapons stopped the goods vehicle of the complainant on the highway near the bus stand at Cantonment, Dharwad at about 13.30 hours, threatened the driver and cleaner and took away cash and the consignment valued at Rs 225,500.",1004,Closed NC,Y
1231,100131007202200006,165,13,1,2,6,2,2022-12-17,03:54,2022-12-14,2022-12-17,15.121074,74.786918,"the bus stand, Dharwad","Accused persons gained entry into the locked house at the sugar factory road at Rural, Dharwad by breaking the latch of the back door using an iron rod, ransacked the bedroom and took away valuables worth Rs 323,000.",997,Chargesheeted,Y
1232,100011005202500002,12,1,1,2,6,2,2025-09-05,03:32,2025-09-03,2025-09-05,16.153354,75.567132,"the petrol bunk, Bagalkot","Accused persons gained entry into the locked house at the main road junction at Cantonment, Bagalkot by breaking the latch of the back door using an iron rod, ransacked the bedroom and took away valuables worth Rs 99,500.",39,Chargesheeted,Y
1233,100281008202400001,358,28,1,1,3,4,2024-05-26,17:31,2024-05-24,2024-05-26,14.695987,73.930182,"the main road junction, Uttara Kannada","The accused, in furtherance of an old dispute over flow of drain water, waylaid the complainant near the government hospital at Ring Road, Uttara Kannada, obstructed his path and beat him with a stick causing a fracture.",2216,Chargesheeted,Y
1234,100011005202400001,12,1,1,2,10,3,2024-11-14,03:22,2024-11-11,2024-11-14,16.126354,75.641274,"the college ground, Bagalkot","Unknown persons loaded 7 cattle belonging to the complainant from the grazing ground near Ring Road, Bagalkot into a lorry and transported them away. Value of the cattle is Rs 415,500.",37,Under Investigation,Y
1235,100011005202400002,12,1,1,1,1,1,2024-10-22,20:36,2024-10-19,2024-10-22,16.186965,75.567563,"the petrol bunk, Bagalkot","On account of a long standing dispute over supply of water to a field, the accused waylaid the deceased near the taluk office at Rural, Bagalkot at about 11.00 hours and assaulted him on the head with a chopper resulting in his death on the spot.",42,Chargesheeted,Y
1236,100011005202500003,12,1,1,1,1,1,2025-01-13,02:38,2025-01-12,2025-01-13,16.113101,75.541516,"the temple street, Bagalkot","a village festival collection ವಿಚಾರವಾಗಿ ಬಹುದಿನಗಳ ವೈಷಮ್ಯದ ಹಿನ್ನೆಲೆಯಲ್ಲಿ ಆರೋಪಿಯು the sugar factory road at Industrial Area, Bagalkot ಬಳಿ ಮೃತರನ್ನು ತಡೆದು ಮಾರಕಾಯುಧದಿಂದ ಹಲ್ಲೆ ಮಾಡಿ ಸಾವಿಗೆ ಕಾರಣನಾಗಿರುತ್ತಾನೆ.",39,Chargesheeted,Y
1237,100281008202500001,358,28,1,1,3,4,2025-04-01,19:29,2025-04-01,2025-04-01,14.6047,73.827462,"the government hospital, Uttara Kannada","There was a quarrel between the complainant and the accused over grazing of cattle near Kote, Uttara Kannada. The accused abused the complainant in filthy language, restrained him and assaulted him with a wooden club causing bleeding injury on the head.",2217,Chargesheeted,Y
1238,100041007202600007,53,4,1,2,9,1,2026-05-20,03:37,2026-05-18,2026-05-20,13.163789,77.285539,"the government hospital, Bengaluru Urban","A gang of five to six persons armed with long weapons stopped the goods vehicle of the complainant on the highway near Industrial Area, Bengaluru Urban at about 14.30 hours, threatened the driver and cleaner and took away cash and the consignment valued at Rs 313,500.",300,Chargesheeted,Y
1239,100281008202400002,358,28,1,1,3,4,2024-09-23,17:18,2024-09-20,2024-09-23,14.643803,73.835999,"the vegetable market, Uttara Kannada","On 16.15 hours near the temple street at Town, Uttara Kannada the accused picked up a quarrel with the complainant regarding a share in ancestral property, caught hold of his collar and assaulted him with hands and a soda bottle causing injuries.",2218,Chargesheeted,Y
1240,100281008202400003,358,28,1,1,3,4,2024-08-02,20:06,2024-07-31,2024-08-02,14.551745,73.862584,"the taluk office, Uttara Kannada","Halli, Uttara Kannada ಬಳಿ ದೂರುದಾರರು ಮತ್ತು ಆರೋಪಿಯ ನಡುವೆ flow of drain water ವಿಚಾರವಾಗಿ ಜಗಳ ನಡೆದಿದೆ. ಆರೋಪಿಯು ಅವಾಚ್ಯ ಶಬ್ದಗಳಿಂದ ನಿಂದಿಸಿ ದೊಣ್ಣೆಯಿಂದ ಹಲ್ಲೆ ಮಾಡಿ ಗಾಯಗೊಳಿಸಿರುತ್ತಾನೆ.",2217,Chargesheeted,Y
1241,100051012202500001,69,5,1,2,6,2,2025-06-05,02:12,2025-06-05,2025-06-05,12.951292,77.882607,"the vegetable market, Bengaluru Rural","Traffic, Bengaluru Rural ನಲ್ಲಿರುವ ದೂರುದಾರರ ಅಂಗಡಿಯ ಶಟರ್ ಬೀಗವನ್ನು ಅಪರಿಚಿತ ಆರೋಪಿಗಳು ರಾತ್ರಿ ವೇಳೆ ಮುರಿದು ರೂ 104,000 ಮೌಲ್ಯದ ನಗದು ಮತ್ತು ಸಾಮಗ್ರಿಗಳನ್ನು ಕಳವು ಮಾಡಿರುತ್ತಾರೆ.",409,Under Investigation,Y
1242,100051012202600001,69,5,1,1,3,4,2026-01-30,16:43,2026-01-29,2026-01-30,13.030968,77.855803,"the college ground, Bengaluru Rural","On 10.00 hours near Vinoba Nagar, Bengaluru Rural the accused picked up a quarrel with the complainant regarding flow of drain water, caught hold of his collar and assaulted him with hands and a soda bottle causing injuries.",404,Chargesheeted,Y
1243,100051012202500002,69,5,1,1,1,1,2025-09-01,20:58,2025-09-01,2025-09-01,12.961639,77.860933,"the sugar factory road, Bengaluru Rural","The deceased was found lying in a pool of blood near the temple street at Bazaar, Bengaluru Rural. Investigation reveals that the accused, over a dispute regarding a wage payment, stabbed the deceased with a knife causing fatal injuries.",409,Chargesheeted,Y
1244,300051012202400001,69,5,3,5,15,2,2024-07-12,11:28,2024-07-12,2024-07-12,12.934104,77.819078,"the bus stand, Bengaluru Rural","ಮಾಹಿತಿಯ ಮೇರೆಗೆ Rural, Bengaluru Rural ಬಳಿ ತಪಾಸಣೆ ನಡೆಸಿದಾಗ ಆರೋಪಿಯು 20 ಕಿಲೋ ಗಾಂಜಾವನ್ನು ಗೋಣಿಚೀಲದಲ್ಲಿ ಇಟ್ಟುಕೊಂಡಿರುವುದು ಕಂಡುಬಂದಿದ್ದು, ವಶಪಡಿಸಿಕೊಳ್ಳಲಾಗಿದೆ.",411,Chargesheeted,Y
1245,100041005202600006,51,4,1,2,10,3,2026-03-29,02:58,2026-03-28,2026-03-29,13.00759,77.960114,"the railway station, Bengaluru Urban","The complainant had tied his cattle in the shed adjoining his house at the temple street at Vinoba Nagar, Bengaluru Urban. During the night the accused untied and took away 11 head of cattle valued at Rs 282,500 in a goods vehicle.",283,Chargesheeted,Y
1246,100041006202400011,52,4,1,1,3,4,2024-09-20,21:20,2024-09-18,2024-09-20,13.205741,77.622523,"the government hospital, Bengaluru Urban","The accused, in furtherance of an old dispute over an old money transaction, waylaid the complainant near Basaveshwara Nagar, Bengaluru Urban, obstructed his path and beat him with a stick causing a fracture.",289,Closed False,Y
1247,100061004202600001,75,6,1,2,6,2,2026-06-08,04:57,2026-06-07,2026-06-08,18.176975,77.66935,"the taluk office, Bidar","Unknown accused broke the shutter lock of the shop of the complainant situated at Kote, Bidar during night hours and committed theft of cash from the counter and goods worth Rs 102,000.",445,Chargesheeted,Y
